metric,pilot_value,full_suite_value,absolute_change,percentage_change_from_pilot
avoided_eens_mwh_per_year,4008.132095211709,4100.530022184772,92.39792697306302,2.305261522778794
central_annual_avoided_outage_value_usd,40081320.95211709,41005300.22184772,923979.2697306275,2.305261522778787
central_bcr,19.319513118923588,19.764878421242333,0.44536530231874494,2.3052615227787845
central_npv_usd,744947430.4724253,763057831.9569064,18110401.484481096,2.4310979196204454
central_simple_payback_years,0.8555327096692481,0.836093667439181,-0.019439042230067094,-2.272156518431925
central_break_even_capital_cost_usd,656863446.043402,672005866.3222393,15142420.278837323,2.305261522778784
