baseline_eens_mwh_per_year,adapted_eens_mwh_per_year,avoided_eens_mwh_per_year,risk_reduction_percent,baseline_expected_annual_system_cost,adapted_expected_annual_system_cost,expected_annual_avoided_system_cost,pilot_avoided_eens_mwh_per_year,full_suite_avoided_eens_mwh_per_year,absolute_difference,percentage_difference,probability_values,integration_method,ordering,endpoint_treatment,tail_treatment
190229.90890970285,186129.37888751808,4100.530022184772,2.1555653607189527,1918447284.0722108,1877720150.2916408,40727133.78057003,4008.132095211709,4100.530022184772,92.39792697306302,2.305261522778794,RP10 AEP=0.100000; RP20 AEP=0.050000; RP50 AEP=0.020000; RP75 AEP=0.013333; RP100 AEP=0.010000; RP200 AEP=0.005000; RP500 AEP=0.002000,trapezoidal integration in annual-exceedance-probability space using pilot.expected_annual_loss,points sorted by AEP ascending before integration,adds AEP=1.0 with zero loss when max modeled AEP is below 1.0,no extrapolation beyond smallest AEP/highest return period
